t,x,y,yaw
75.5,-2.0408,1.9461,-0.8724
75.6,-2.0049,1.9174,-0.7727
75.7,-1.9575,1.8932,-0.6725
75.8,-1.9163,1.872,-0.5688
75.88,-1.8898,1.8682,-0.5177
76.0,-1.8274,1.824,-0.5872
76.06,-1.8323,1.8004,-0.7328
76.08,-1.8291,1.7698,-0.7583
76.18,-1.7917,1.7411,-0.8043
76.28,-1.7607,1.7014,-0.8765
76.38,-1.7332,1.6594,-1.0402
76.4,-1.7342,1.6366,-1.0805
76.48,-1.7573,1.5876,-1.1486
76.5,-1.755,1.5645,-1.1886
76.54,-1.7416,1.5811,-1.1687
76.58,-1.7128,1.5493,-1.2475
76.64,-1.7285,1.5343,-1.2682
76.68,-1.7395,1.4916,-1.3479
76.78,-1.7179,1.4453,-1.4493
76.8,-1.724,1.4206,-1.4896
76.88,-1.7208,1.3926,-1.5507
76.92,-1.7315,1.3626,-1.5969
77.0,-1.7412,1.3218,-1.6872
77.08,-1.7442,1.2928,-1.7414
77.1,-1.7545,1.2726,-1.7803
77.2,-1.7728,1.2277,-1.8821
77.3,-1.8074,1.1865,-1.9837
77.4,-1.8303,1.1433,-2.0846
77.5,-1.8692,1.1052,-2.1841
77.6,-1.9058,1.0725,-2.284
77.7,-1.9464,1.038,-2.3826
77.8,-1.989,1.0133,-2.4845
77.9,-2.0342,0.9957,-2.5864
78.0,-2.0785,0.9752,-2.6869
78.1,-2.1265,0.9573,-2.7623
78.2,-2.1684,0.9243,-2.6784
78.28,-2.1888,0.9019,-2.4925
78.4,-2.2126,0.8264,-2.2784
78.5,-2.2294,0.7798,-2.1672
78.6,-2.247,0.7338,-2.0667
78.7,-2.2514,0.6913,-1.9692
78.8,-2.2587,0.6415,-1.8681
78.9,-2.2727,0.5986,-1.7666
79.0,-2.246,0.5441,-1.6662
79.04,-2.2641,0.5561,-1.6863
79.1,-2.261,0.5008,-1.5651
79.18,-2.2388,0.474,-1.508
79.3,-2.2324,0.4057,-1.3759
79.38,-2.2097,0.3795,-1.3152
79.48,-2.1943,0.3369,-1.2135
79.58,-2.1673,0.2948,-1.1114
79.68,-2.1387,0.2599,-1.0109
79.78,-2.1025,0.2265,-0.9122
79.8,-2.0845,0.2147,-0.8724
79.9,-2.0462,0.1849,-0.7739
80.0,-2.0111,0.149,-0.7392
80.08,-1.9898,0.1302,-0.771
80.18,-1.9493,0.1078,-0.6321
80.28,-1.904,0.0934,-0.4993
80.3,-1.8831,0.0888,-0.4594
80.38,-1.8506,0.0803,-0.3985
80.48,-1.8047,0.0728,-0.2978
80.5,-1.7827,0.0712,-0.2575
80.58,-1.7574,0.0697,-0.1943
80.68,-1.7127,0.0713,-0.0968
80.7,-1.692,0.0721,-0.0629
80.78,-1.6635,0.0705,-0.0892
80.9,-1.5944,0.0443,-0.1774
81.0,-1.5529,0.0152,-0.3098
81.1,-1.5092,-0.0038,-0.4788
81.14,-1.5263,-0.0159,-0.436
81.2,-1.4799,-0.065,-0.468
81.24,-1.4779,-0.0435,-0.3808
81.3,-1.4151,-0.0494,-0.3841
81.42,-1.3548,-0.0824,-0.3698
81.44,-1.3787,-0.069,-0.3689
81.5,-1.3215,-0.0859,-0.3522
81.6,-1.2699,-0.0802,-0.2113
81.7,-1.22,-0.0651,-0.0321
81.8,-1.173,-0.0563,0.0788
81.9,-1.1253,-0.0421,0.1583
82.0,-1.0714,-0.0429,0.122
82.12,-1.0022,-0.0465,0.0454
82.14,-1.0324,-0.0505,0.0309
82.2,-0.9736,-0.0442,0.025
82.3,-0.9201,-0.0723,-0.0708
82.4,-0.8742,-0.08,-0.2446
82.52,-0.8172,-0.1263,-0.2524
82.54,-0.8395,-0.0999,-0.1551
82.6,-0.7785,-0.0993,-0.158
82.7,-0.7306,-0.1024,-0.144
82.8,-0.6792,-0.1086,-0.1438
82.9,-0.626,-0.1105,-0.123
82.98,-0.5935,-0.1074,-0.0244
83.08,-0.5447,-0.103,0.0068
83.18,-0.4956,-0.1078,-0.0467
83.28,-0.4479,-0.1112,-0.0544
83.38,-0.4007,-0.1125,-0.0545
83.48,-0.3508,-0.1178,-0.0545
83.58,-0.3001,-0.1185,-0.0546
83.68,-0.2489,-0.1242,-0.0547
83.78,-0.2021,-0.1259,-0.0456
83.88,-0.1498,-0.1148,0.0268
83.98,-0.0965,-0.1173,0.018
84.08,-0.0555,-0.1202,-0.0063
84.18,-0.0003,-0.1202,-0.0066
84.28,0.0218,-0.1221,-0.0035
84.34,-0.0049,-0.124,-0.0048
84.44,-0.0281,-0.1273,-0.0025
84.88,0.0076,-0.1268,-0.0061
84.94,0.0431,-0.1271,-0.0062
85.08,0.0786,-0.1257,-0.0062
85.18,0.1033,-0.1268,-0.0062
85.3,0.1475,-0.1263,-0.0063
85.58,0.0836,-0.1252,-0.0048
85.64,0.1063,-0.126,-0.0074
85.7,0.1583,-0.127,-0.0072
85.78,0.2927,-0.1282,-0.0056
85.84,0.2307,-0.1294,-0.0033
85.94,0.1707,-0.1306,-0.0051
85.98,0.1432,-0.1026,-0.0043
86.04,0.1691,-0.1018,-0.0049
